Biology | Grade 11 | Topic: Characteristics of Living Organisms | Difficulty: Easy | Count: 1
Biology | Grade 11 | Topic: Cardiac Conduction System and Ventricular Systole | Difficulty: Hard | Count: 1
Biology | Grade 11 | Topic: The Cardiac Cycle | Difficulty: Easy | Count: 1
Biology | Grade 11 | Topic: The Cardiac Cycle | Difficulty: Medium | Count: 1
Biology | Grade 11 | Topic: The Cardiac Cycle | Difficulty: Hard | Count: 1
Biology | Grade 11 | Topic: Cardiac Cycle and Heart Valves | Difficulty: Easy | Count: 1
Biology | Grade 11 | Topic: Cardiac Cycle and Heart Valves | Difficulty: Medium | Count: 1
Biology | Grade 11 | Topic: Cardiac Cycle and Heart Valves | Difficulty: Hard | Count: 1
Biology | Grade 11 | Topic: Cardiac Cycle | Difficulty: Easy | Count: 1
Biology | Grade 11 | Topic: Cardiac Cycle | Difficulty: Medium | Count: 1
Biology | Grade 11 | Topic: Cardiac Cycle | Difficulty: Hard | Count: 1
Biology | Grade 11 | Topic: Cardiac Output | Difficulty: Easy | Count: 1
Biology | Grade 11 | Topic: Cardiac Output | Difficulty: Medium | Count: 1
Biology | Grade 11 | Topic: Cardiac Output | Difficulty: Hard | Count: 1
Biology | Grade 11 | Topic: Heart Sounds and Electrocardiograph (ECG) | Difficulty: Easy | Count: 1
Biology | Grade 11 | Topic: Heart Sounds and Electrocardiograph (ECG) | Difficulty: Medium | Count: 1
Biology | Grade 11 | Topic: Heart Sounds and Electrocardiograph (ECG) | Difficulty: Hard | Count: 1
Biology | Grade 11 | Topic: Electrocardiogram (ECG) | Difficulty: Easy | Count: 2
Biology | Grade 11 | Topic: Electrocardiogram (ECG) | Difficulty: Medium | Count: 2
Biology | Grade 11 | Topic: Electrocardiogram (ECG) | Difficulty: Hard | Count: 2
Biology | Grade 11 | Topic: Electrocardiogram (ECG) and Heart Function | Difficulty: Easy | Count: 1
Biology | Grade 11 | Topic: Electrocardiogram (ECG) and Heart Function | Difficulty: Medium | Count: 1
Biology | Grade 11 | Topic: Electrocardiogram (ECG) and Heart Function | Difficulty: Hard | Count: 1
Biology | Grade 11 | Topic: Human Circulatory System and Electrocardiogram (ECG) | Difficulty: Easy | Count: 1
Biology | Grade 11 | Topic: Human Circulatory System and Electrocardiogram (ECG) | Difficulty: Medium | Count: 1
Biology | Grade 11 | Topic: Human Circulatory System and Electrocardiogram (ECG) | Difficulty: Hard | Count: 1
Biology | Grade 11 | Topic: Structure of Blood Vessels and Blood Flow | Difficulty: Easy | Count: 1
Biology | Grade 11 | Topic: Structure of Blood Vessels and Blood Flow | Difficulty: Medium | Count: 1
Biology | Grade 11 | Topic: Structure of Blood Vessels and Blood Flow | Difficulty: Hard | Count: 1
Biology | Grade 11 | Topic: Circulatory System | Difficulty: Easy | Count: 1
Biology | Grade 11 | Topic: Circulatory System | Difficulty: Medium | Count: 1
Biology | Grade 11 | Topic: Circulatory System | Difficulty: Hard | Count: 1
Biology | Grade 11 | Topic: Circulatory System and its Functions | Difficulty: Easy | Count: 1
Biology | Grade 11 | Topic: Circulatory System and its Functions | Difficulty: Medium | Count: 1
Biology | Grade 11 | Topic: Circulatory System and its Functions | Difficulty: Hard | Count: 1
Biology | Grade 11 | Topic: Regulation of Cardiac Activity | Difficulty: Easy | Count: 1
Biology | Grade 11 | Topic: Regulation of Cardiac Activity | Difficulty: Medium | Count: 1
Biology | Grade 11 | Topic: Regulation of Cardiac Activity | Difficulty: Hard | Count: 1
Biology | Grade 11 | Topic: Neural Control of Cardiac Function | Difficulty: Easy | Count: 1
Biology | Grade 11 | Topic: Neural Control of Cardiac Function | Difficulty: Medium | Count: 1
Biology | Grade 11 | Topic: Neural Control of Cardiac Function | Difficulty: Hard | Count: 1
Biology | Grade 11 | Topic: Hypertension and Blood Pressure | Difficulty: Easy | Count: 1
Biology | Grade 11 | Topic: Hypertension and Blood Pressure | Difficulty: Medium | Count: 1
Biology | Grade 11 | Topic: Hypertension and Blood Pressure | Difficulty: Hard | Count: 1
Biology | Grade 11 | Topic: Cardiovascular Health and Diseases | Difficulty: Easy | Count: 1
Biology | Grade 11 | Topic: Cardiovascular Health and Diseases | Difficulty: Medium | Count: 1
Biology | Grade 11 | Topic: Cardiovascular Health and Diseases | Difficulty: Hard | Count: 1
Biology | Grade 11 | Topic: Cardiovascular Physiology and Pathophysiology | Difficulty: Easy | Count: 1
Biology | Grade 11 | Topic: Cardiovascular Physiology and Pathophysiology | Difficulty: Medium | Count: 1
Biology | Grade 11 | Topic: Cardiovascular Physiology and Pathophysiology | Difficulty: Hard | Count: 1
Biology | Grade 11 | Topic: Circulatory System in Vertebrates | Difficulty: Easy | Count: 1
Biology | Grade 11 | Topic: Circulatory System in Vertebrates | Difficulty: Medium | Count: 1
Biology | Grade 11 | Topic: Circulatory System in Vertebrates | Difficulty: Hard | Count: 1
Biology | Grade 11 | Topic: Blood Grouping and Antigens | Difficulty: Easy | Count: 1
Biology | Grade 11 | Topic: Blood Grouping and Antigens | Difficulty: Medium | Count: 1
Biology | Grade 11 | Topic: Blood Grouping and Antigens | Difficulty: Hard | Count: 1
Biology | Grade 11 | Topic: Circulatory System and Blood Composition | Difficulty: Easy | Count: 2
Biology | Grade 11 | Topic: Circulatory System and Blood Composition | Difficulty: Medium | Count: 2
Biology | Grade 11 | Topic: Circulatory System and Blood Composition | Difficulty: Hard | Count: 2
Biology | Grade 11 | Topic: Cardiac Physiology and the Pacemaker | Difficulty: Easy | Count: 1
Biology | Grade 11 | Topic: Cardiac Physiology and the Pacemaker | Difficulty: Medium | Count: 1
Biology | Grade 11 | Topic: Cardiac Physiology and the Pacemaker | Difficulty: Hard | Count: 1
Biology | Grade 11 | Topic: Cardiac Cycle and Cardiac Output | Difficulty: Easy | Count: 1
Biology | Grade 11 | Topic: Cardiac Cycle and Cardiac Output | Difficulty: Medium | Count: 1
Biology | Grade 11 | Topic: Cardiac Cycle and Cardiac Output | Difficulty: Hard | Count: 1
Biology | Grade 11 | Topic: The Human Heart and Its Electrical Activity | Difficulty: Easy | Count: 1
Biology | Grade 11 | Topic: The Human Heart and Its Electrical Activity | Difficulty: Medium | Count: 1
Biology | Grade 11 | Topic: The Human Heart and Its Electrical Activity | Difficulty: Hard | Count: 1
Biology | Grade 11 | Topic: Circulatory System and Electrocardiogram (ECG) | Difficulty: Easy | Count: 1
Biology | Grade 11 | Topic: Circulatory System and Electrocardiogram (ECG) | Difficulty: Medium | Count: 1
Biology | Grade 11 | Topic: Circulatory System and Electrocardiogram (ECG) | Difficulty: Hard | Count: 1
Biology | Grade 11 | Topic: Circulatory System and Blood Components | Difficulty: Easy | Count: 1
Biology | Grade 11 | Topic: Circulatory System and Blood Components | Difficulty: Medium | Count: 3
Biology | Grade 11 | Topic: Circulatory System and Blood Components | Difficulty: Hard | Count: 2
Biology | Grade 11 | Topic: Cardiac Physiology | Difficulty: Easy | Count: 2
Biology | Grade 11 | Topic: Cardiac Physiology | Difficulty: Medium | Count: 2
Biology | Grade 11 | Topic: Cardiac Physiology | Difficulty: Hard | Count: 2
Biology | Grade 11 | Topic: Excretory Products and Their Elimination | Difficulty: Easy | Count: 2
Biology | Grade 11 | Topic: Excretory Products and Their Elimination | Difficulty: Medium | Count: 2
Biology | Grade 11 | Topic: Excretory Products and Their Elimination | Difficulty: Hard | Count: 2
Biology | Grade 11 | Topic: Excretion of Nitrogenous Wastes in Animals | Difficulty: Easy | Count: 1
Biology | Grade 11 | Topic: Excretion of Nitrogenous Wastes in Animals | Difficulty: Medium | Count: 1
Biology | Grade 11 | Topic: Excretion of Nitrogenous Wastes in Animals | Difficulty: Hard | Count: 1
Biology | Grade 11 | Topic: Nitrogenous Waste Excretion in Animals | Difficulty: Easy | Count: 1
Biology | Grade 11 | Topic: Nitrogenous Waste Excretion in Animals | Difficulty: Medium | Count: 1
Biology | Grade 11 | Topic: Nitrogenous Waste Excretion in Animals | Difficulty: Hard | Count: 1
Biology | Grade 11 | Topic: Human Excretory System | Difficulty: Easy | Count: 1
Biology | Grade 11 | Topic: Human Excretory System | Difficulty: Medium | Count: 1
Biology | Grade 11 | Topic: Human Excretory System | Difficulty: Hard | Count: 1
Biology | Grade 11 | Topic: Excretory Systems in Animals | Difficulty: Easy | Count: 2
Biology | Grade 11 | Topic: Excretory Systems in Animals | Difficulty: Medium | Count: 2
Biology | Grade 11 | Topic: Excretory Systems in Animals | Difficulty: Hard | Count: 2
Biology | Grade 11 | Topic: Excretory Systems in Different Organisms | Difficulty: Easy | Count: 1
Biology | Grade 11 | Topic: Excretory Systems in Different Organisms | Difficulty: Medium | Count: 1
Biology | Grade 11 | Topic: Excretory Systems in Different Organisms | Difficulty: Hard | Count: 1
Biology | Grade 11 | Topic: Structure of the Kidney | Difficulty: Easy | Count: 1
Biology | Grade 11 | Topic: Structure of the Kidney | Difficulty: Medium | Count: 1
Biology | Grade 11 | Topic: Structure of the Kidney | Difficulty: Hard | Count: 1
Biology | Grade 11 | Topic: Human Urinary System | Difficulty: Easy | Count: 1
Biology | Grade 11 | Topic: Human Urinary System | Difficulty: Medium | Count: 1
Biology | Grade 11 | Topic: Human Urinary System | Difficulty: Hard | Count: 1
Biology | Grade 11 | Topic: The Nephron and Its Function in the Kidney | Difficulty: Easy | Count: 1
Biology | Grade 11 | Topic: The Nephron and Its Function in the Kidney | Difficulty: Medium | Count: 1
Biology | Grade 11 | Topic: The Nephron and Its Function in the Kidney | Difficulty: Hard | Count: 1
Biology | Grade 11 | Topic: Structure and Function of the Nephron | Difficulty: Easy | Count: 1
Biology | Grade 11 | Topic: Structure and Function of the Nephron | Difficulty: Medium | Count: 1
Biology | Grade 11 | Topic: Structure and Function of the Nephron | Difficulty: Hard | Count: 1
Biology | Grade 11 | Topic: Structure of the Nephron | Difficulty: Easy | Count: 1
Biology | Grade 11 | Topic: Structure of the Nephron | Difficulty: Medium | Count: 1
Biology | Grade 11 | Topic: Structure of the Nephron | Difficulty: Hard | Count: 1
Biology | Grade 11 | Topic: Structure of Nephrons in the Kidney | Difficulty: Easy | Count: 1
Biology | Grade 11 | Topic: Structure of Nephrons in the Kidney | Difficulty: Medium | Count: 1
Biology | Grade 11 | Topic: Structure of Nephrons in the Kidney | Difficulty: Hard | Count: 1
Biology | Grade 11 | Topic: Urine Formation in Nephrons | Difficulty: Easy | Count: 1
Biology | Grade 11 | Topic: Urine Formation in Nephrons | Difficulty: Medium | Count: 1
Biology | Grade 11 | Topic: Urine Formation in Nephrons | Difficulty: Hard | Count: 1
Biology | Grade 11 | Topic: Glomerular Filtration | Difficulty: Easy | Count: 1
Biology | Grade 11 | Topic: Glomerular Filtration | Difficulty: Medium | Count: 1
Biology | Grade 11 | Topic: Glomerular Filtration | Difficulty: Hard | Count: 1
Biology | Grade 11 | Topic: Ultrafiltration in the Nephron | Difficulty: Easy | Count: 1
Biology | Grade 11 | Topic: Ultrafiltration in the Nephron | Difficulty: Medium | Count: 1
Biology | Grade 11 | Topic: Ultrafiltration in the Nephron | Difficulty: Hard | Count: 1
Biology | Grade 11 | Topic: Renal Corpuscle (Malpighian Body) | Difficulty: Easy | Count: 1
Biology | Grade 11 | Topic: Renal Corpuscle (Malpighian Body) | Difficulty: Medium | Count: 1
Biology | Grade 11 | Topic: Renal Corpuscle (Malpighian Body) | Difficulty: Hard | Count: 1
Biology | Grade 11 | Topic: Glomerular Filtration Rate (GFR) and its Regulation | Difficulty: Easy | Count: 1
Biology | Grade 11 | Topic: Glomerular Filtration Rate (GFR) and its Regulation | Difficulty: Medium | Count: 1
Biology | Grade 11 | Topic: Glomerular Filtration Rate (GFR) and its Regulation | Difficulty: Hard | Count: 1
Biology | Grade 11 | Topic: Renal Physiology and the Juxtaglomerular Apparatus | Difficulty: Easy | Count: 1
Biology | Grade 11 | Topic: Renal Physiology and the Juxtaglomerular Apparatus | Difficulty: Medium | Count: 1
Biology | Grade 11 | Topic: Renal Physiology and the Juxtaglomerular Apparatus | Difficulty: Hard | Count: 1
Biology | Grade 11 | Topic: Reabsorption in the Nephron | Difficulty: Easy | Count: 1
Biology | Grade 11 | Topic: Reabsorption in the Nephron | Difficulty: Medium | Count: 1
Biology | Grade 11 | Topic: Reabsorption in the Nephron | Difficulty: Hard | Count: 1
Biology | Grade 11 | Topic: Urine Formation and the Role of the Proximal Convoluted Tubule (PCT) | Difficulty: Easy | Count: 1
Biology | Grade 11 | Topic: Urine Formation and the Role of the Proximal Convoluted Tubule (PCT) | Difficulty: Medium | Count: 1
Biology | Grade 11 | Topic: Urine Formation and the Role of the Proximal Convoluted Tubule (PCT) | Difficulty: Hard | Count: 1
Biology | Grade 11 | Topic: Renal Physiology and the Role of Henle's Loop | Difficulty: Easy | Count: 1
Biology | Grade 11 | Topic: Renal Physiology and the Role of Henle's Loop | Difficulty: Medium | Count: 1
Biology | Grade 11 | Topic: Renal Physiology and the Role of Henle's Loop | Difficulty: Hard | Count: 1
Biology | Grade 11 | Topic: Renal Physiology (specifically, the function of the Distal Convoluted Tubule in the nephron) | Difficulty: Easy | Count: 1
Biology | Grade 11 | Topic: Renal Physiology (specifically, the function of the Distal Convoluted Tubule in the nephron) | Difficulty: Medium | Count: 1
Biology | Grade 11 | Topic: Renal Physiology (specifically, the function of the Distal Convoluted Tubule in the nephron) | Difficulty: Hard | Count: 1
Biology | Grade 11 | Topic: Renal Physiology - Collecting Duct Function | Difficulty: Easy | Count: 1
Biology | Grade 11 | Topic: Renal Physiology - Collecting Duct Function | Difficulty: Medium | Count: 1
Biology | Grade 11 | Topic: Renal Physiology - Collecting Duct Function | Difficulty: Hard | Count: 1
Biology | Grade 11 | Topic: Mechanism of Concentration of the Filtrate | Difficulty: Easy | Count: 1
Biology | Grade 11 | Topic: Mechanism of Concentration of the Filtrate | Difficulty: Medium | Count: 1
Biology | Grade 11 | Topic: Mechanism of Concentration of the Filtrate | Difficulty: Hard | Count: 1
Biology | Grade 11 | Topic: Electromagnetic Induction | Difficulty: Easy | Count: 1
Biology | Grade 11 | Topic: Electromagnetic Induction | Difficulty: Medium | Count: 1
Biology | Grade 11 | Topic: Electromagnetic Induction | Difficulty: Hard | Count: 1
Biology | Grade 11 | Topic: Osmoregulation and the Countercurrent Mechanism in the Kidney | Difficulty: Easy | Count: 1
Biology | Grade 11 | Topic: Osmoregulation and the Countercurrent Mechanism in the Kidney | Difficulty: Medium | Count: 1
Biology | Grade 11 | Topic: Osmoregulation and the Countercurrent Mechanism in the Kidney | Difficulty: Hard | Count: 1
Biology | Grade 11 | Topic: Counter Current Mechanism | Difficulty: Easy | Count: 1
Biology | Grade 11 | Topic: Counter Current Mechanism | Difficulty: Medium | Count: 1
Biology | Grade 11 | Topic: Counter Current Mechanism | Difficulty: Hard | Count: 1
Biology | Grade 11 | Topic: Countercurrent Mechanism in Nephrons | Difficulty: Easy | Count: 1
Biology | Grade 11 | Topic: Countercurrent Mechanism in Nephrons | Difficulty: Medium | Count: 1
Biology | Grade 11 | Topic: Countercurrent Mechanism in Nephrons | Difficulty: Hard | Count: 1
Biology | Grade 11 | Topic: Regulation of Kidney Function | Difficulty: Easy | Count: 1
Biology | Grade 11 | Topic: Regulation of Kidney Function | Difficulty: Medium | Count: 1
Biology | Grade 11 | Topic: Regulation of Kidney Function | Difficulty: Hard | Count: 1
Biology | Grade 11 | Topic: Osmoregulation and the Role of Antidiuretic Hormone (ADH) | Difficulty: Easy | Count: 1
Biology | Grade 11 | Topic: Osmoregulation and the Role of Antidiuretic Hormone (ADH) | Difficulty: Medium | Count: 1
Biology | Grade 11 | Topic: Osmoregulation and the Role of Antidiuretic Hormone (ADH) | Difficulty: Hard | Count: 1
Biology | Grade 11 | Topic: Renin-Angiotensin-Aldosterone System (RAAS) and Kidney Function | Difficulty: Easy | Count: 1
Biology | Grade 11 | Topic: Renin-Angiotensin-Aldosterone System (RAAS) and Kidney Function | Difficulty: Medium | Count: 1
Biology | Grade 11 | Topic: Renin-Angiotensin-Aldosterone System (RAAS) and Kidney Function | Difficulty: Hard | Count: 1
Biology | Grade 11 | Topic: Renin-Angiotensin Mechanism | Difficulty: Easy | Count: 1
Biology | Grade 11 | Topic: Renin-Angiotensin Mechanism | Difficulty: Medium | Count: 1
Biology | Grade 11 | Topic: Renin-Angiotensin Mechanism | Difficulty: Hard | Count: 1
Biology | Grade 11 | Topic: Renin-Angiotensin System and Atrial Natriuretic Factor (ANF) | Difficulty: Easy | Count: 1
Biology | Grade 11 | Topic: Renin-Angiotensin System and Atrial Natriuretic Factor (ANF) | Difficulty: Medium | Count: 1
Biology | Grade 11 | Topic: Renin-Angiotensin System and Atrial Natriuretic Factor (ANF) | Difficulty: Hard | Count: 1
Biology | Grade 11 | Topic: Nervous System and Reflex Actions | Difficulty: Easy | Count: 1
